mun_fr;mun_ar;map_names_ar;Type de liste (fr);nom_liste_fr;nom_liste_ar;votes_obtenus;porcentage_obtenus;sieges_obtenus;total_inscrits;votes_nul;votes_blancs;total_votes_valide;total_votes
Menzel Kamel;منزل كامل;منزل كامل;Liste indépendante;Qayimat Al'Amal;قائمة الأمل;273;0,156986774;2;3601;48;33;1739;1820
Menzel Temime;منزل تمیم;منزل تميم;Liste de coalition;Union Civile;الإتحاد المدني;360;0,046832314;1;25864;239;172;7687;8098
Menzel Temime;منزل تمیم;منزل تميم;Liste de coalition;Front Populaire;الجبھة الشعبیة;837;0,108885131;3;25864;239;172;7687;8098
Menzel Temime;منزل تمیم;منزل تميم;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;1179;0,153375829;5;25864;239;172;7687;8098
Menzel Temime;منزل تمیم;منزل تميم;Liste indépendante;Alddkhla;الدّخلة;589;0,07662287;2;25864;239;172;7687;8098
Menzel Temime;منزل تمیم;منزل تميم;Liste partisane;Nidaa Tounes;حركة نداء تونس;984;0,128008326;4;25864;239;172;7687;8098
Menzel Temime;منزل تمیم;منزل تميم;Liste partisane;Ennahdha;حزب حركة النھضة;1488;0,193573566;6;25864;239;172;7687;8098
Menzel Temime;منزل تمیم;منزل تميم;Liste indépendante;Sawt Almustaqbal;صوت المستقبل;837;0,108885131;3;25864;239;172;7687;8098
Menzel Temime;منزل تمیم;منزل تميم;Liste indépendante;Manzil Tamym 'Iilaa Al'Amam;منزل تمیم الى الأمام;1413;0,1774;6;25864;239;172;7687;8098
Metlaoui;المتلوي;المتلوي;Liste indépendante;Al'Iiqlae;الإقلاع;1438;0,147927168;4;21966;260;103;9721;10084
Metlaoui;المتلوي;المتلوي;Liste indépendante;Al'Amal;الأمل;951;0,097829441;2;21966;260;103;9721;10084
Metlaoui;المتلوي;المتلوي;Liste indépendante;Alryada;الریادة;176;0,018105133;0;21966;260;103;9721;10084
Metlaoui;المتلوي;المتلوي;Liste indépendante;Métlaoui Awlaan;المتلوي أولا;728;0,074889415;2;21966;260;103;9721;10084
Metlaoui;المتلوي;المتلوي;Liste indépendante;Métlaoui Mustaqbalina;المتلوي مستقبلنا;1232;0,126735933;3;21966;260;103;9721;10084
Metlaoui;المتلوي;المتلوي;Liste partisane;AL IRADA;حراك تونس الارادة;297;0,030552412;1;21966;260;103;9721;10084
Metlaoui;المتلوي;المتلوي;Liste partisane;Nidaa Tounes;حركة نداء تونس;1118;0,115008744;3;21966;260;103;9721;10084
Metlaoui;المتلوي;المتلوي;Liste partisane;Ennahdha;حزب حركة النھضة;1827;0,187943627;4;21966;260;103;9721;10084
Metlaoui;المتلوي;المتلوي;Liste indépendante;Qayimat Albina' W Altjdid;قائمة البناء و التجدید;1567;0,161197408;4;21966;260;103;9721;10084
Metlaoui;المتلوي;المتلوي;Liste indépendante;Qayimat Almahaba;قائمة المحبة;387;0,039810719;1;21966;260;103;9721;10084
Metline;ماتلین;ماتلين;Liste indépendante;Almatlyn Tajmaouna;الماتلین تجمعنا;631;0,329331942;6;6634;86;62;1916;2064
Metline;ماتلین;ماتلين;Liste partisane;Nidaa Tounes;حركة نداء تونس;361;0,188413361;3;6634;86;62;1916;2064
Metline;ماتلین;ماتلين;Liste partisane;Ennahdha;حزب حركة النھضة;629;0,3282881;6;6634;86;62;1916;2064
Metline;ماتلین;ماتلين;Liste indépendante;Rabye Alhurrya;ربیع الحریة;295;0,153966597;3;6634;86;62;1916;2064
Mezzouna;مزونة;مزونة;Liste indépendante;Albyan;البیان;455;0,063141826;1;12420;185;88;7206;7479
Mezzouna;مزونة;مزونة;Liste indépendante;Altaqadum;التقدم;1550;0,215098529;5;12420;185;88;7206;7479
Mezzouna;مزونة;مزونة;Liste indépendante;Almuzawinat Almuahada;المزونة الموحدة;717;0,099500416;2;12420;185;88;7206;7479
Mezzouna;مزونة;مزونة;Liste partisane;AL IRADA;حراك تونس الارادة;564;0,07826811;1;12420;185;88;7206;7479
Mezzouna;مزونة;مزونة;Liste partisane;Machrouu Tounes;حركة مشروع تونس;76;0,010546767;0;12420;185;88;7206;7479
Mezzouna;مزونة;مزونة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1851;0,256869276;5;12420;185;88;7206;7479
Mezzouna;مزونة;مزونة;Liste partisane;Ennahdha;حزب حركة النھضة;1757;0,243824591;4;12420;185;88;7206;7479
Mezzouna;مزونة;مزونة;Liste indépendante;Qayimat 'Amal;قائمة أمل;236;0,032750486;0;12420;185;88;7206;7479
Midoun;میدون;ميدون;Liste indépendante;Al'Amal;الأمل;982;0,114934457;4;24777;178;113;8544;8835
Midoun;میدون;ميدون;Liste partisane;AL IRADA;حراك تونس الارادة;1050;0,122893258;4;24777;178;113;8544;8835
Midoun;میدون;ميدون;Liste partisane;Mouvement Du Peuple;حركة الشعب;619;0,072448502;2;24777;178;113;8544;8835
Midoun;میدون;ميدون;Liste partisane;Nidaa Tounes;حركة نداء تونس;586;0,068586142;2;24777;178;113;8544;8835
Midoun;میدون;ميدون;Liste partisane;Ennahdha;حزب حركة النھضة;3531;0,413272472;12;24777;178;113;8544;8835
Midoun;میدون;ميدون;Liste indépendante;Mydoun Almustaqbal;میدون المستقبل;1776;0,207865169;6;24777;178;113;8544;8835
Mohamedia;المحمدیة;المحمدية;Liste partisane;Courant Démocrate;التیار الدمقراطي;552;0,074343434;2;26031;383;208;7425;8016
Mohamedia;المحمدیة;المحمدية;Liste de coalition;Front Populaire;الجبھة الشعبیة;368;0,04956229;1;26031;383;208;7425;8016
Mohamedia;المحمدیة;المحمدية;Liste partisane;L'Initiative;المبادرة;914;0,123097643;4;26031;383;208;7425;8016
Mohamedia;المحمدیة;المحمدية;Liste partisane;Nidaa Tounes;حركة نداء تونس;1136;0,152996633;5;26031;383;208;7425;8016
Mohamedia;المحمدیة;المحمدية;Liste partisane;Ennahdha;حزب حركة النھضة;4455;0,6;18;26031;383;208;7425;8016
Moknine;المكنین;المكنين;Liste de coalition;Union Civile;الإتحاد المدني;350;0,035783662;1;25874;229;99;9781;10109
Moknine;المكنین;المكنين;Liste indépendante;Alqayimat Almustaqila Al'Iiqlaa;القائمة المستقلة الإقلاع;1554;0,15887946;5;25874;229;99;9781;10109
Moknine;المكنین;المكنين;Liste indépendante;Almustaqila Biladi;المستقلة بلادي;193;0,019732134;0;25874;229;99;9781;10109
Moknine;المكنین;المكنين;Liste partisane;Nidaa Tounes;حركة نداء تونس;2424;0,247827421;8;25874;229;99;9781;10109
Moknine;المكنین;المكنين;Liste partisane;Ennahdha;حزب حركة النھضة;1370;0,140067478;4;25874;229;99;9781;10109
Moknine;المكنین;المكنين;Liste indépendante;Sawt Alwajib;صوت الواجب;901;0,09211737;3;25874;229;99;9781;10109
Moknine;المكنین;المكنين;Liste partisane;El Binaa Al Watani;فك بلاصتك;129;0,013188835;0;25874;229;99;9781;10109
Moknine;المكنین;المكنين;Liste indépendante;Qayimat Althabat;قائمة الثبات;366;0,037419487;1;25874;229;99;9781;10109
Moknine;المكنین;المكنين;Liste indépendante;Ma Fatna Shay;ما فاتنا شي;1483;0,151620489;5;25874;229;99;9781;10109
Moknine;المكنین;المكنين;Liste indépendante;Moknin Almustaqbal;مكنین المستقبل;1011;0,103363664;3;25874;229;99;9781;10109
Monastir;المنستیر;المنستير;Liste de coalition;Union Civile;الاتحاد المدني;1494;0,085581715;3;46430;384;209;17457;18050
Monastir;المنستیر;المنستير;Liste indépendante;Al'Amana;الأمانة;530;0,030360314;1;46430;384;209;17457;18050
Monastir;المنستیر;المنستير;Liste de coalition;Front Populaire;الجبھة الشعبیة;441;0,025262073;0;46430;384;209;17457;18050
Monastir;المنستیر;المنستير;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;1386;0,079395085;3;46430;384;209;17457;18050
Monastir;المنستیر;المنستير;Liste indépendante;Alribat;الرباط;808;0,046285158;1;46430;384;209;17457;18050
Monastir;المنستیر;المنستير;Liste indépendante;Almunastir Fi Inina;المنستیر في عینینا;379;0,021710489;0;46430;384;209;17457;18050
Monastir;المنستیر;المنستير;Liste indépendante;Jawdat Alhayat;جودة الحیاة;2141;0,122644211;4;46430;384;209;17457;18050
Monastir;المنستیر;المنستير;Liste partisane;AL IRADA;حراك تونس الارادة;318;0,018216188;0;46430;384;209;17457;18050
Monastir;المنستیر;المنستير;Liste partisane;Mouvement Du Peuple;حركة الشعب;179;0,010253766;0;46430;384;209;17457;18050
Monastir;المنستیر;المنستير;Liste partisane;Nidaa Tounes;حركة نداء تونس;2806;0,160737813;5;46430;384;209;17457;18050
Monastir;المنستیر;المنستير;Liste partisane;Ennahdha;حزب حركة النھضة;2416;0,138397205;4;46430;384;209;17457;18050
Monastir;المنستیر;المنستير;Liste indépendante;Iineq Alaa Bladik;عینك على بلادك;4450;0,25491207;9;46430;384;209;17457;18050
Monastir;المنستیر;المنستير;Liste partisane;El Binaa Al Watani;فك بلاصتك;109;0,006243914;0;46430;384;209;17457;18050
Mornag;مرناق;مرناق;Liste de coalition;Front Populaire;الجبھة الشعبیة;333;0,05343389;1;19795;311;154;6232;6697
Mornag;مرناق;مرناق;Liste partisane;Machrouu Tounes;حركة مشروع تونس;375;0,060173299;2;19795;311;154;6232;6697
Mornag;مرناق;مرناق;Liste partisane;Nidaa Tounes;حركة نداء تونس;1371;0,219993582;5;19795;311;154;6232;6697
Mornag;مرناق;مرناق;Liste partisane;Ennahdha;حزب حركة النھضة;2296;0,368421053;9;19795;311;154;6232;6697
Mornag;مرناق;مرناق;Liste indépendante;Shabab Mornag;شباب مرناق;855;0,137195122;3;19795;311;154;6232;6697
Mornag;مرناق;مرناق;Liste indépendante;Mornag Bawabat Alkhyr;مرناق بوابة الخیر;1002;0,160783055;4;19795;311;154;6232;6697
Naâssen;نعسان;نعسان;Liste indépendante;Altahadi;التحدي;290;0,096121975;2;11803;156;69;3017;3242
Naâssen;نعسان;نعسان;Liste partisane;L'Initiative;المبادرة;320;0,106065628;3;11803;156;69;3017;3242
Naâssen;نعسان;نعسان;Liste indépendante;Almanara;المنارة;796;0,26383825;6;11803;156;69;3017;3242
Naâssen;نعسان;نعسان;Liste partisane;Nidaa Tounes;حركة نداء تونس;537;0,177991382;4;11803;156;69;3017;3242
Naâssen;نعسان;نعسان;Liste partisane;Ennahdha;حزب حركة النھضة;1074;0,355982764;9;11803;156;69;3017;3242
Nabeul;نابل;نابل;Liste de coalition;Union Civile;الاتحاد المدني;1292;0,078464715;3;41924;494;327;16466;17287
Nabeul;نابل;نابل;Liste partisane;Courant Démocrate;التیار الدمقراطي;887;0,053868578;2;41924;494;327;16466;17287
Nabeul;نابل;نابل;Liste de coalition;Front Populaire;الجبھة الشعبیة;931;0,056540751;2;41924;494;327;16466;17287
Nabeul;نابل;نابل;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;1749;0,106218875;3;41924;494;327;16466;17287
Nabeul;نابل;نابل;Liste indépendante;Alqayima Almustaqila Nabeul Fi Alqalb;القائمة المستقلة نابل في القلب;1997;0,121280214;4;41924;494;327;16466;17287
Nabeul;نابل;نابل;Liste partisane;Nidaa Tounes;حركة نداء تونس;3845;0,233511478;7;41924;494;327;16466;17287
Nabeul;نابل;نابل;Liste partisane;Ennahdha;حزب حركة النھضة;3283;0,199380542;6;41924;494;327;16466;17287
Nabeul;نابل;نابل;Liste indépendante;Kolna Nabeul;كلنا نابل;474;0,028786591;0;41924;494;327;16466;17287
Nabeul;نابل;نابل;Liste indépendante;Min Houna Nabda;من ھنا نبدأ;681;0,04135795;1;41924;494;327;16466;17287
Nabeul;نابل;نابل;Liste indépendante;Nabeul Fi Aleilalii;نابل في العلالي;712;0,043240617;1;41924;494;327;16466;17287
Nabeul;نابل;نابل;Liste indépendante;Nabeul Mashrueina;نابل مشروعنا;615;0,03734969;1;41924;494;327;16466;17287
Ouled Haffouz;أولاد حفوز;أولاد حفوز;Liste indépendante;Alaintilaqa;الانطلاقة;1311;0,289980093;5;13452;176;91;4521;4788
Ouled Haffouz;أولاد حفوز;أولاد حفوز;Liste indépendante;Albidyl Alshababi;البدیل الشبابي;442;0,097765981;2;13452;176;91;4521;4788
Ouled Haffouz;أولاد حفوز;أولاد حفوز;Liste indépendante;Altghyyr;التغییر;536;0,118557841;2;13452;176;91;4521;4788
Ouled Haffouz;أولاد حفوز;أولاد حفوز;Liste indépendante;Aleamal W Almuatina;العمل و المواطنة;326;0,072107941;1;13452;176;91;4521;4788
Ouled Haffouz;أولاد حفوز;أولاد حفوز;Liste indépendante;Alyd Albyda' Likhidmat Aldueafa;الید البیضاء لخدمة الضعفاء;440;0,097323601;2;13452;176;91;4521;4788
Ouled Haffouz;أولاد حفوز;أولاد حفوز;Liste indépendante;Thya 'Awlad Hafuz;تحیا أولاد حفوز;358;0,079186021;2;13452;176;91;4521;4788
Ouled Haffouz;أولاد حفوز;أولاد حفوز;Liste partisane;Ennahdha;حزب حركة النھضة;708;0,156602522;3;13452;176;91;4521;4788
Ouled Haffouz;أولاد حفوز;أولاد حفوز;Liste indépendante;Watani;وطني;400;0,088476001;1;13452;176;91;4521;4788
Ousja;عوسجة;عوسجة;Liste indépendante;Al'Amal;الأمل;1153;0,477432712;9;5035;88;58;2415;2561
Ousja;عوسجة;عوسجة;Liste partisane;Nidaa Tounes;حركة نداء تونس;321;0,132919255;2;5035;88;58;2415;2561
Ousja;عوسجة;عوسجة;Liste partisane;Ennahdha;حزب حركة النھضة;941;0,389648033;7;5035;88;58;2415;2561
Radès;رادس;رادس;Liste de coalition;Front Populaire;الجبھة الشعبیة;1005;0,104426434;3;29049;287;191;9624;10102
Radès;رادس;رادس;Liste partisane;Nidaa Tounes;حركة نداء تونس;2461;0,255714879;8;29049;287;191;9624;10102
Radès;رادس;رادس;Liste partisane;Ennahdha;حزب حركة النھضة;2622;0,27244389;8;29049;287;191;9624;10102
Radès;رادس;رادس;Liste indépendante;Rads Taaich;رادس تعیش;3536;0,367414796;11;29049;287;191;9624;10102
Rafraf;رفراف;رفراف;Liste indépendante;Alkhayr Liljamye;الخیر للجمیع;293;0,126021505;2;6267;96;46;2325;2467
Rafraf;رفراف;رفراف;Liste partisane;Nidaa Tounes;حركة نداء تونس;638;0,274408602;5;6267;96;46;2325;2467
Rafraf;رفراف;رفراف;Liste partisane;Ennahdha;حزب حركة النھضة;1394;0,599569892;11;6267;96;46;2325;2467
Rahal;رحال;رحال;Liste indépendante;Al'Amal;الأمل;155;0,070422535;1;4571;56;63;2201;2320
Rahal;رحال;رحال;Liste indépendante;Altahadiy;التحدي;239;0,108587006;2;4571;56;63;2201;2320
Rahal;رحال;رحال;Liste partisane;Parti Socialiste;الحزب الاشتراكي;454;0,206269877;4;4571;56;63;2201;2320
Rahal;رحال;رحال;Liste indépendante;Alnnour;النور;292;0,13266697;3;4571;56;63;2201;2320
Rahal;رحال;رحال;Liste partisane;Machrouu Tounes;حركة مشروع تونس;158;0,071785552;1;4571;56;63;2201;2320
Rahal;رحال;رحال;Liste partisane;Nidaa Tounes;حركة نداء تونس;632;0,287142208;5;4571;56;63;2201;2320
Rahal;رحال;رحال;Liste partisane;Ennahdha;حزب حركة النھضة;221;0,100408905;2;4571;56;63;2201;2320
Rahal;رحال;رحال;Liste indépendante;Qayimat Almustaqbal;قائمة المستقبل;50;0,022716947;0;4571;56;63;2201;2320
Raoued;رواد;روّاد;Liste partisane;Afek Tounes;أفاق تونس;1737;0,139900129;5;43079;305;258;12416;12979
Raoued;رواد;روّاد;Liste partisane;Courant Démocrate;التیار الدمقراطي;1884;0,151739691;5;43079;305;258;12416;12979
Raoued;رواد;روّاد;Liste partisane;Machrouu Tounes;حركة مشروع تونس;878;0,070715206;3;43079;305;258;12416;12979
Raoued;رواد;روّاد;Liste partisane;Nidaa Tounes;حركة نداء تونس;2097;0,168894974;6;43079;305;258;12416;12979
Raoued;رواد;روّاد;Liste partisane;Ennahdha;حزب حركة النھضة;4377;0,352528995;13;43079;305;258;12416;12979
Raoued;رواد;روّاد;Liste indépendante;Ryhana;ریحانة;975;0,078527706;3;43079;305;258;12416;12979
Raoued;رواد;روّاد;Liste indépendante;Shabab Raoued Alhur;شباب رواد الحر;468;0,037693299;1;43079;305;258;12416;12979
Ras Jebel;رأس الجبل;رأس الجبل;Liste partisane;Afek Tounes;أفاق تونس;283;0,057450264;1;15724;232;107;4926;5265
Ras Jebel;رأس الجبل;رأس الجبل;Liste de coalition;Front Populaire;الجبھة الشعبیة;225;0,045676005;1;15724;232;107;4926;5265
Ras Jebel;رأس الجبل;رأس الجبل;Liste partisane;AL IRADA;حراك تونس الارادة;829;0,168290702;4;15724;232;107;4926;5265
Ras Jebel;رأس الجبل;رأس الجبل;Liste partisane;Machrouu Tounes;حركة مشروع تونس;503;0,102111246;3;15724;232;107;4926;5265
Ras Jebel;رأس الجبل;رأس الجبل;Liste partisane;Nidaa Tounes;حركة نداء تونس;558;0,113276492;3;15724;232;107;4926;5265
Ras Jebel;رأس الجبل;رأس الجبل;Liste partisane;Ennahdha;حزب حركة النھضة;1469;0,298213561;7;15724;232;107;4926;5265
